date,Chlorophyll,Salinity,Temperature,site
2013-05-11 00:00:00+00:00,34.34240283,33.22636042,14.9290106,Santa Cruz
2013-05-12 00:00:00+00:00,26.52916667,33.2253125,15.55368056,Santa Cruz
2013-05-13 00:00:00+00:00,26.43986014,33.19178322,15.75993007,Santa Cruz
2013-05-14 00:00:00+00:00,19.56573427,33.12335664,15.55262238,Santa Cruz
2013-05-15 00:00:00+00:00,13.02543554,33.1066899,14.38121951,Santa Cruz
2013-05-16 00:00:00+00:00,14.94456522,33.14992754,14.5940942,Santa Cruz
2013-05-17 00:00:00+00:00,15.63109541,33.19844523,13.40745583,Santa Cruz
2013-05-18 00:00:00+00:00,12.38013937,33.26606272,14.06752613,Santa Cruz
2013-05-19 00:00:00+00:00,14.98919861,33.25393728,14.78236934,Santa Cruz
2013-05-20 00:00:00+00:00,11.40520833,33.11354167,14.76086806,Santa Cruz
2013-05-21 00:00:00+00:00,11.61678832,33.18291971,14.50164234,Santa Cruz
2013-05-22 00:00:00+00:00,10.40348432,33.2961324,12.19996516,Santa Cruz
2013-05-23 00:00:00+00:00,6.490277778,33.37114583,11.36739583,Santa Cruz
2013-05-24 00:00:00+00:00,15.59333333,33.16108772,12.07617544,Santa Cruz
2013-05-25 00:00:00+00:00,21.30452962,32.9410453,12.42560976,Santa Cruz
2013-05-26 00:00:00+00:00,16.88185053,33.00448399,12.60569395,Santa Cruz
2013-05-27 00:00:00+00:00,12.68020833,31.97986111,13.24,Santa Cruz
2013-05-28 00:00:00+00:00,15.325,32.6181338,12.90728873,Santa Cruz
2013-05-29 00:00:00+00:00,15.74964029,32.79931655,13.6218705,Santa Cruz
2013-05-30 00:00:00+00:00,16.91795775,32.88207746,13.79700704,Santa Cruz
2013-05-31 00:00:00+00:00,22.07684211,32.78189474,14.83831579,Santa Cruz
2013-06-01 00:00:00+00:00,29.16493056,32.58947917,15.0565625,Santa Cruz
2013-06-02 00:00:00+00:00,34.47317073,32.47738676,15.36965157,Santa Cruz
2013-06-03 00:00:00+00:00,35.51,32.43,14.86342105,Santa Cruz
2013-06-04 00:00:00+00:00,34.76181818,32.47309091,13.27109091,Santa Cruz
2013-06-05 00:00:00+00:00,31.1972028,32.57409091,12.54199301,Santa Cruz
2013-06-06 00:00:00+00:00,29.99964286,32.26042857,12.61782143,Santa Cruz
2013-06-07 00:00:00+00:00,36.27921147,32.9137276,13.44956989,Santa Cruz
2013-06-08 00:00:00+00:00,14.20524476,29.38041958,14.0427972,Santa Cruz
2013-06-09 00:00:00+00:00,17.01840278,28.79125,12.71402778,Santa Cruz
2013-06-10 00:00:00+00:00,12.178125,26.28375,13.36413194,Santa Cruz
2013-06-11 00:00:00+00:00,17.93574007,19.65613718,14.263213,Santa Cruz
2013-06-12 00:00:00+00:00,36.59097222,33.37482639,14.22427083,Santa Cruz
2013-06-13 00:00:00+00:00,36.76736111,33.55097222,14.53649306,Santa Cruz
2013-06-14 00:00:00+00:00,33.13854167,33.66038194,15.10375,Santa Cruz
2013-06-15 00:00:00+00:00,31.96573427,33.58702797,15.09185315,Santa Cruz
2013-06-16 00:00:00+00:00,34.29028777,33.35902878,15.64996403,Santa Cruz
2013-06-17 00:00:00+00:00,35.87922535,33.12661972,15.96714789,Santa Cruz
2013-06-18 00:00:00+00:00,30.76392857,32.90617857,14.27157143,Santa Cruz
2013-06-19 00:00:00+00:00,18.05766423,32.87744526,12.87773723,Santa Cruz
2013-06-20 00:00:00+00:00,11.39878049,32.30109756,12.34756098,Santa Cruz
2013-06-21 00:00:00+00:00,,,,Santa Cruz
2013-06-22 00:00:00+00:00,,,,Santa Cruz
2013-06-23 00:00:00+00:00,,,,Santa Cruz
2013-06-24 00:00:00+00:00,,,,Santa Cruz
2013-06-25 00:00:00+00:00,,,,Santa Cruz
2013-06-26 00:00:00+00:00,,,,Santa Cruz
2013-06-27 00:00:00+00:00,,,,Santa Cruz
2013-06-28 00:00:00+00:00,,,,Santa Cruz
2013-06-29 00:00:00+00:00,,,,Santa Cruz
2013-06-30 00:00:00+00:00,,,,Santa Cruz
2013-07-01 00:00:00+00:00,,,,Santa Cruz
2013-07-02 00:00:00+00:00,,,,Santa Cruz
2013-07-03 00:00:00+00:00,12.22253521,33.41366197,15.02112676,Santa Cruz
2013-07-04 00:00:00+00:00,7.364583333,33.50982639,15.89253472,Santa Cruz
2013-07-05 00:00:00+00:00,6.109059233,33.6228223,15.78296167,Santa Cruz
2013-07-06 00:00:00+00:00,6.547916667,33.70899306,15.1784375,Santa Cruz
2013-07-07 00:00:00+00:00,7.053472222,33.70711806,15.28760417,Santa Cruz
2013-07-08 00:00:00+00:00,5.605902778,33.66319444,14.99715278,Santa Cruz
2013-07-09 00:00:00+00:00,4.027719298,33.60849123,15.73761404,Santa Cruz
2013-07-10 00:00:00+00:00,3.268055556,33.56670139,15.51677083,Santa Cruz
2013-07-11 00:00:00+00:00,3.095486111,33.55541667,15.6678125,Santa Cruz
2013-07-12 00:00:00+00:00,3.175,33.60052083,15.68145833,Santa Cruz
2013-07-13 00:00:00+00:00,3.350347222,33.60267361,15.85378472,Santa Cruz
2013-07-14 00:00:00+00:00,3.984341637,33.52302491,15.71377224,Santa Cruz
2013-07-15 00:00:00+00:00,4.604545455,33.61660839,15.25482517,Santa Cruz
2013-07-16 00:00:00+00:00,14.88357664,33.52463504,13.93770073,Santa Cruz
2013-07-17 00:00:00+00:00,6.131358885,33.54250871,15.12930314,Santa Cruz
2013-07-18 00:00:00+00:00,3.742508711,33.71508711,16.23930314,Santa Cruz
2013-07-19 00:00:00+00:00,5.994791667,33.63020833,16.23364583,Santa Cruz
2013-07-20 00:00:00+00:00,9.780487805,33.63296167,15.74073171,Santa Cruz
2013-07-21 00:00:00+00:00,11.66118881,33.4843007,15.52590909,Santa Cruz
2013-07-22 00:00:00+00:00,11.94440559,33.57160839,15.34027972,Santa Cruz
2013-07-23 00:00:00+00:00,10.23090278,33.60673611,14.68809028,Santa Cruz
2013-07-24 00:00:00+00:00,10.30208333,33.36690972,14.69055556,Santa Cruz
2013-07-25 00:00:00+00:00,9.652490421,33.14045977,14.49509579,Santa Cruz
2013-07-26 00:00:00+00:00,9.51048951,32.9763986,14.60458042,Santa Cruz
2013-07-27 00:00:00+00:00,11.28188153,33.15724739,14.78797909,Santa Cruz
2013-07-28 00:00:00+00:00,10.48850174,33.09519164,14.98738676,Santa Cruz
2013-07-29 00:00:00+00:00,11.41805556,33.00791667,14.80600694,Santa Cruz
2013-07-30 00:00:00+00:00,11.21811847,32.79665505,14.59101045,Santa Cruz
2013-07-31 00:00:00+00:00,7.616549296,32.3731338,14.7343662,Santa Cruz
2013-08-01 00:00:00+00:00,4.123943662,32.63366197,15.51017606,Santa Cruz
2013-08-02 00:00:00+00:00,5.160674157,32.48827715,15.95543071,Santa Cruz
2013-08-03 00:00:00+00:00,4.46875,32.43670139,15.81107639,Santa Cruz
2013-08-04 00:00:00+00:00,4.934494774,32.28686411,15.71449477,Santa Cruz
2013-08-05 00:00:00+00:00,4.138888889,32.20402778,15.75940972,Santa Cruz
2013-08-06 00:00:00+00:00,4.371180556,32.17590278,15.52309028,Santa Cruz
2013-08-07 00:00:00+00:00,7.183680556,32.12427083,14.93888889,Santa Cruz
2013-08-08 00:00:00+00:00,5.835888502,32.06930314,15.24160279,Santa Cruz
2013-08-09 00:00:00+00:00,4.30615942,32.05666667,15.71123188,Santa Cruz
2013-08-10 00:00:00+00:00,5.388194444,32.21454861,15.91569444,Santa Cruz
2013-08-11 00:00:00+00:00,8.608333333,32.24166667,16.20538194,Santa Cruz
2013-08-12 00:00:00+00:00,8.680952381,32.22471861,16.16220779,Santa Cruz
2013-08-13 00:00:00+00:00,12.32697674,32.13702326,16.23455814,Santa Cruz
2013-08-14 00:00:00+00:00,14.10174216,32.10630662,16.63592334,Santa Cruz
2013-08-15 00:00:00+00:00,15.04097222,31.98434028,17.78222222,Santa Cruz
2013-08-16 00:00:00+00:00,16.89125874,32.0043007,17.59748252,Santa Cruz
2013-08-17 00:00:00+00:00,9.810069444,32.03114583,17.23208333,Santa Cruz
2013-08-18 00:00:00+00:00,6.165972222,32.02121528,16.96482639,Santa Cruz
2013-08-19 00:00:00+00:00,3.506293706,31.8615035,16.26821678,Santa Cruz
2013-08-20 00:00:00+00:00,7.205574913,31.91965157,15.15449477,Santa Cruz
2013-08-21 00:00:00+00:00,11.63937282,32.07188153,15.0097561,Santa Cruz
2013-08-22 00:00:00+00:00,19.92961672,31.81937282,15.33121951,Santa Cruz
2013-08-23 00:00:00+00:00,13.28362369,31.64557491,15.8097561,Santa Cruz
2013-08-24 00:00:00+00:00,8.862847222,31.34131944,16.44559028,Santa Cruz
2013-08-25 00:00:00+00:00,2.539583333,31.19993056,16.63652778,Santa Cruz
2013-08-26 00:00:00+00:00,0.923611111,31.20375,16.70152778,Santa Cruz
2013-08-27 00:00:00+00:00,0.623344948,31.71069686,16.7415331,Santa Cruz
2013-08-28 00:00:00+00:00,0.956597222,31.77524306,17.43753472,Santa Cruz
2013-08-29 00:00:00+00:00,0.828125,32.10694444,17.29107639,Santa Cruz
2013-08-30 00:00:00+00:00,1.882986111,32.27506944,17.33347222,Santa Cruz
2013-08-31 00:00:00+00:00,1.284265734,32.42548951,17.72223776,Santa Cruz
2013-09-01 00:00:00+00:00,2.063541667,32.3840625,17.60635417,Santa Cruz
2013-09-02 00:00:00+00:00,1.128472222,32.49756944,17.78482639,Santa Cruz
2013-09-03 00:00:00+00:00,0.86271777,32.56797909,17.3289547,Santa Cruz
2013-09-04 00:00:00+00:00,8.335069444,32.56378472,16.84482639,Santa Cruz
2013-09-05 00:00:00+00:00,9.929861111,32.2209375,16.03135417,Santa Cruz
2013-09-06 00:00:00+00:00,12.14583333,32.39194444,15.77538194,Santa Cruz
2013-09-07 00:00:00+00:00,17.70384615,32.1406993,16.4584965,Santa Cruz
2013-09-08 00:00:00+00:00,9.463763066,31.98595819,17.36585366,Santa Cruz
2013-09-09 00:00:00+00:00,1.453363229,31.75600897,18.13013453,Santa Cruz
2013-09-10 00:00:00+00:00,9.496666667,32.10547619,17.40585714,Santa Cruz
2013-09-11 00:00:00+00:00,6.387159533,31.93513619,23.05023346,Santa Cruz
2013-09-12 00:00:00+00:00,7.176241135,32.46687943,25.11574468,Santa Cruz
2013-09-13 00:00:00+00:00,7.126829268,16.94149826,18.28560976,Santa Cruz
2013-09-14 00:00:00+00:00,1.577700348,0.215993031,15.84898955,Santa Cruz
2013-09-15 00:00:00+00:00,1.360416667,0.162326389,15.91274306,Santa Cruz
2013-09-16 00:00:00+00:00,1.34751773,0.10822695,17.03797872,Santa Cruz
2013-09-17 00:00:00+00:00,1.350174216,0.049756098,17.18142857,Santa Cruz
2013-09-18 00:00:00+00:00,1.425301205,0.023975904,15.59228916,Santa Cruz
2013-09-19 00:00:00+00:00,,,,Santa Cruz
2013-09-20 00:00:00+00:00,,,,Santa Cruz
2013-09-21 00:00:00+00:00,,,,Santa Cruz
2013-09-22 00:00:00+00:00,,,,Santa Cruz
2013-09-23 00:00:00+00:00,,,,Santa Cruz
2013-09-24 00:00:00+00:00,,,,Santa Cruz
2013-09-25 00:00:00+00:00,,,,Santa Cruz
2013-09-26 00:00:00+00:00,,,,Santa Cruz
2013-09-27 00:00:00+00:00,,,,Santa Cruz
2013-09-28 00:00:00+00:00,,,,Santa Cruz
2013-09-29 00:00:00+00:00,,,,Santa Cruz
2013-09-30 00:00:00+00:00,,,,Santa Cruz
2013-10-01 00:00:00+00:00,,,,Santa Cruz
2013-10-02 00:00:00+00:00,,,,Santa Cruz
2013-10-03 00:00:00+00:00,,,,Santa Cruz
2013-10-04 00:00:00+00:00,15,32.38656,15.44048,Santa Cruz
2013-10-05 00:00:00+00:00,19.49895833,32.90909722,14.58611111,Santa Cruz
2013-10-06 00:00:00+00:00,17.07083333,33.089375,14.2634375,Santa Cruz
2013-10-07 00:00:00+00:00,21.91560284,33.20641844,14.49258865,Santa Cruz
2013-10-08 00:00:00+00:00,31.11678322,33.23538462,14.65367133,Santa Cruz
2013-10-09 00:00:00+00:00,17.92932862,33.27636042,14.5419788,Santa Cruz
2013-10-10 00:00:00+00:00,51.31388889,33.2725,14.111875,Santa Cruz
2013-10-11 00:00:00+00:00,58.71076389,33.2384375,14.1803125,Santa Cruz
2013-10-12 00:00:00+00:00,37.86376307,33.2725784,14.2487108,Santa Cruz
2013-10-13 00:00:00+00:00,14.66944444,33.27166667,14.34940972,Santa Cruz
2013-10-14 00:00:00+00:00,10.38501742,33.27195122,14.24986063,Santa Cruz
2013-10-15 00:00:00+00:00,10.05017921,33.24860215,14.24286738,Santa Cruz
2013-10-16 00:00:00+00:00,12.23916084,33.08174825,14.17017483,Santa Cruz
2013-10-17 00:00:00+00:00,8.489605735,33.07706093,14.16207885,Santa Cruz
2013-10-18 00:00:00+00:00,8.912152778,32.97277778,14.09680556,Santa Cruz
2013-10-19 00:00:00+00:00,10.76254417,32.87236749,14.25946996,Santa Cruz
2013-10-20 00:00:00+00:00,15.20104167,32.75152778,14.32934028,Santa Cruz
2013-10-21 00:00:00+00:00,10.20381944,32.68267361,14.17309028,Santa Cruz
2013-10-22 00:00:00+00:00,9.039372822,32.53696864,14.09425087,Santa Cruz
2013-10-23 00:00:00+00:00,9.918637993,32.28695341,14.03247312,Santa Cruz
2013-10-24 00:00:00+00:00,18.52743056,32.04416667,14.16458333,Santa Cruz
2013-10-25 00:00:00+00:00,21.02926829,31.96783972,14.20874564,Santa Cruz
2013-10-26 00:00:00+00:00,16.86354167,31.80010417,14.30722222,Santa Cruz
2013-10-27 00:00:00+00:00,10.36933798,31.81278746,14.141777,Santa Cruz
2013-10-28 00:00:00+00:00,3.150347222,31.94440972,13.1896875,Santa Cruz
2013-10-29 00:00:00+00:00,3.116083916,31.96583916,13.43493007,Santa Cruz
2013-10-30 00:00:00+00:00,4.314930556,31.96041667,13.59121528,Santa Cruz
2013-10-31 00:00:00+00:00,18.21923077,31.91104895,13.87468531,Santa Cruz
2013-11-01 00:00:00+00:00,6.834494774,31.6115331,14.11731707,Santa Cruz
2013-11-02 00:00:00+00:00,7.414930556,31.61725694,14.12270833,Santa Cruz
2013-11-03 00:00:00+00:00,8.39673913,31.73039855,14.21949275,Santa Cruz
2013-11-04 00:00:00+00:00,3.40034965,31.84206294,13.78335664,Santa Cruz
2013-11-05 00:00:00+00:00,3.530662021,31.90602787,13.71421603,Santa Cruz
2013-11-06 00:00:00+00:00,3.148263889,31.80854167,13.87663194,Santa Cruz
2013-11-07 00:00:00+00:00,2.341666667,31.76954861,13.86690972,Santa Cruz
2013-11-08 00:00:00+00:00,8.155212355,32.82486486,15.06953668,Santa Cruz
2013-11-09 00:00:00+00:00,5.85,33.67940972,16.19711806,Santa Cruz
2013-11-10 00:00:00+00:00,0.710069444,33.835,20.67684028,Santa Cruz
2013-11-11 00:00:00+00:00,0.917361111,33.87204861,22.63100694,Santa Cruz
2013-11-12 00:00:00+00:00,0.881944444,33.8046875,14.56326389,Santa Cruz
2013-11-13 00:00:00+00:00,0.508823529,33.87058824,14.41215686,Santa Cruz
2013-11-14 00:00:00+00:00,,,,Santa Cruz
2013-11-15 00:00:00+00:00,,,,Santa Cruz
2013-11-16 00:00:00+00:00,,,,Santa Cruz
2013-11-17 00:00:00+00:00,,,,Santa Cruz
2013-11-18 00:00:00+00:00,,,,Santa Cruz
2013-11-19 00:00:00+00:00,,,,Santa Cruz
2013-11-20 00:00:00+00:00,,,,Santa Cruz
2013-11-21 00:00:00+00:00,,,,Santa Cruz
2013-11-22 00:00:00+00:00,,,,Santa Cruz
2013-11-23 00:00:00+00:00,,,,Santa Cruz
2013-11-24 00:00:00+00:00,,,,Santa Cruz
2013-11-25 00:00:00+00:00,,,,Santa Cruz
2013-11-26 00:00:00+00:00,,,,Santa Cruz
2013-11-27 00:00:00+00:00,,,,Santa Cruz
2013-11-28 00:00:00+00:00,,,,Santa Cruz
2013-11-29 00:00:00+00:00,,,,Santa Cruz
2013-11-30 00:00:00+00:00,,,,Santa Cruz
2013-12-01 00:00:00+00:00,,,,Santa Cruz
2013-12-02 00:00:00+00:00,,,,Santa Cruz
2013-12-03 00:00:00+00:00,,,,Santa Cruz
2013-12-04 00:00:00+00:00,,,,Santa Cruz
2013-12-05 00:00:00+00:00,,,,Santa Cruz
2013-12-06 00:00:00+00:00,,,,Santa Cruz
2013-12-07 00:00:00+00:00,,,,Santa Cruz
2013-12-08 00:00:00+00:00,,,,Santa Cruz
2013-12-09 00:00:00+00:00,,,,Santa Cruz
2013-12-10 00:00:00+00:00,,,,Santa Cruz
2013-12-11 00:00:00+00:00,,,,Santa Cruz
2013-12-12 00:00:00+00:00,,,,Santa Cruz
2013-12-13 00:00:00+00:00,,,,Santa Cruz
2013-12-14 00:00:00+00:00,,,,Santa Cruz
2013-12-15 00:00:00+00:00,,,,Santa Cruz
2013-12-16 00:00:00+00:00,,,,Santa Cruz
2013-12-17 00:00:00+00:00,,,,Santa Cruz
2013-12-18 00:00:00+00:00,,,,Santa Cruz
2013-12-19 00:00:00+00:00,,,,Santa Cruz
2013-12-20 00:00:00+00:00,,,,Santa Cruz
2013-12-21 00:00:00+00:00,,,,Santa Cruz
2013-12-22 00:00:00+00:00,,,,Santa Cruz
2013-12-23 00:00:00+00:00,,,,Santa Cruz
2013-12-24 00:00:00+00:00,,,,Santa Cruz
2013-12-25 00:00:00+00:00,,,,Santa Cruz
2013-12-26 00:00:00+00:00,,,,Santa Cruz
2013-12-27 00:00:00+00:00,,,,Santa Cruz
2013-12-28 00:00:00+00:00,,,,Santa Cruz
2013-12-29 00:00:00+00:00,,,,Santa Cruz
2013-12-30 00:00:00+00:00,,,,Santa Cruz
2013-12-31 00:00:00+00:00,,,,Santa Cruz
2014-01-01 00:00:00+00:00,,,,Santa Cruz
2014-01-02 00:00:00+00:00,,,,Santa Cruz
2014-01-03 00:00:00+00:00,,,,Santa Cruz
2014-01-04 00:00:00+00:00,,,,Santa Cruz
2014-01-05 00:00:00+00:00,,,,Santa Cruz
2014-01-06 00:00:00+00:00,,,,Santa Cruz
2014-01-07 00:00:00+00:00,,,,Santa Cruz
2014-01-08 00:00:00+00:00,,,,Santa Cruz
2014-01-09 00:00:00+00:00,,,,Santa Cruz
2014-01-10 00:00:00+00:00,2.4856,33.02,12.44696,Santa Cruz
2014-01-11 00:00:00+00:00,1.971527778,33.43920139,12.28815972,Santa Cruz
2014-01-12 00:00:00+00:00,2.049642857,33.39092857,12.23325,Santa Cruz
2014-01-13 00:00:00+00:00,1.749825784,33.38689895,12.39808362,Santa Cruz
2014-01-14 00:00:00+00:00,1.988888889,33.43136201,12.41064516,Santa Cruz
2014-01-15 00:00:00+00:00,1.669892473,33.50921147,12.41917563,Santa Cruz
2014-01-16 00:00:00+00:00,1.655769231,33.41392308,12.45305344,Santa Cruz
2014-01-17 00:00:00+00:00,1.877083333,33.38385417,12.39961806,Santa Cruz
2014-01-18 00:00:00+00:00,1.89375,33.41232639,12.41392361,Santa Cruz
2014-01-19 00:00:00+00:00,1.846503497,33.37947552,12.30447552,Santa Cruz
2014-01-20 00:00:00+00:00,1.739583333,33.36871528,12.27413194,Santa Cruz
2014-01-21 00:00:00+00:00,1.867013889,33.32315972,12.28253472,Santa Cruz
2014-01-22 00:00:00+00:00,1.829513889,33.32388889,12.30420139,Santa Cruz
2014-01-23 00:00:00+00:00,1.928571429,33.26766551,12.39508711,Santa Cruz
2014-01-24 00:00:00+00:00,1.972916667,33.20347222,12.56385417,Santa Cruz
2014-01-25 00:00:00+00:00,1.490592334,33.19972125,12.76689895,Santa Cruz
2014-01-26 00:00:00+00:00,1.320138889,33.205625,12.72840278,Santa Cruz
2014-01-27 00:00:00+00:00,1.396503497,33.13804196,13.05101399,Santa Cruz
2014-01-28 00:00:00+00:00,1.331672598,33.11039146,13.31797153,Santa Cruz
2014-01-29 00:00:00+00:00,1.271530249,33.03733096,13.61530249,Santa Cruz
2014-01-30 00:00:00+00:00,1.286111111,33.00902778,13.60444444,Santa Cruz
2014-01-31 00:00:00+00:00,1.373309609,33.02540925,13.54017794,Santa Cruz
2014-02-01 00:00:00+00:00,1.3125,33.0446875,13.42527778,Santa Cruz
2014-02-02 00:00:00+00:00,1.734146341,32.84191638,13.02801394,Santa Cruz
2014-02-03 00:00:00+00:00,1.079861111,23.08986111,12.06576389,Santa Cruz
2014-02-04 00:00:00+00:00,0.983566434,26.77486014,10.70027972,Santa Cruz
2014-02-05 00:00:00+00:00,1.487456446,32.93933798,12.60571429,Santa Cruz
2014-02-06 00:00:00+00:00,1.619097222,32.8171875,12.85541667,Santa Cruz
2014-02-07 00:00:00+00:00,1.732867133,32.57667832,12.88094406,Santa Cruz
