dt,chl,sal,wtemp,site
2005-07-14 00:00:00+00:00,0.001351955,33.38392039,19.93708994,Newport
2005-07-15 00:00:00+00:00,0.001313953,33.33929593,19.79566628,Newport
2005-07-16 00:00:00+00:00,0.001124424,33.32131751,19.96845346,Newport
2005-07-17 00:00:00+00:00,0.001055556,33.32488519,20.30117407,Newport
2005-07-18 00:00:00+00:00,0.001125,33.3489875,19.79836875,Newport
2005-07-19 00:00:00+00:00,0.001344729,33.35130028,19.61622393,Newport
2005-07-20 00:00:00+00:00,0.001066667,33.34127556,20.19749889,Newport
2005-07-21 00:00:00+00:00,0.001069444,33.33383194,20.81110806,Newport
2005-07-22 00:00:00+00:00,0.001077994,33.30966045,20.56832256,Newport
2005-07-23 00:00:00+00:00,0.001,33.26054083,21.24653917,Newport
2005-07-24 00:00:00+00:00,0.000997222,33.29833278,21.40836306,Newport
2005-07-25 00:00:00+00:00,0.00096648,33.33156397,21.81216564,Newport
2005-07-26 00:00:00+00:00,0.000991643,33.31697019,21.20415404,Newport
2005-07-27 00:00:00+00:00,0.00115,33.290835,20.42196861,Newport
2005-07-28 00:00:00+00:00,0.001866667,33.26144639,18.71319556,Newport
2005-07-29 00:00:00+00:00,0.002194444,33.22516194,17.11597361,Newport
2005-07-30 00:00:00+00:00,0.002305556,33.20611694,16.74445667,Newport
2005-07-31 00:00:00+00:00,0.002541667,33.19881417,16.16440361,Newport
2005-08-01 00:00:00+00:00,0.002472222,33.16735833,16.50788111,Newport
2005-08-02 00:00:00+00:00,0.002858407,33.1733115,15.75102655,Newport
2005-08-03 00:00:00+00:00,,,,Newport
2005-08-04 00:00:00+00:00,0.002326923,33.13109615,16.51608718,Newport
2005-08-05 00:00:00+00:00,0.001830827,33.12625038,18.07889549,Newport
2005-08-06 00:00:00+00:00,0.001436111,33.13236583,19.63986111,Newport
2005-08-07 00:00:00+00:00,0.001677778,33.14638583,18.78343389,Newport
2005-08-08 00:00:00+00:00,0.001879552,33.15270756,18.33314482,Newport
2005-08-09 00:00:00+00:00,0.001775,33.14012056,18.39848778,Newport
2005-08-10 00:00:00+00:00,0.00151532,33.10865571,19.46397493,Newport
2005-08-11 00:00:00+00:00,0.001341667,33.1299425,19.70725167,Newport
2005-08-12 00:00:00+00:00,0.001280556,33.13261833,19.62214639,Newport
2005-08-13 00:00:00+00:00,0.001352778,33.14051444,19.85003833,Newport
2005-08-14 00:00:00+00:00,0.001278552,33.14761142,20.02138078,Newport
2005-08-15 00:00:00+00:00,0.001462396,33.18692089,19.58174485,Newport
2005-08-16 00:00:00+00:00,0.001502778,33.17580806,19.15620861,Newport
2005-08-17 00:00:00+00:00,0.001363889,33.15482056,16.6967525,Newport
2005-08-18 00:00:00+00:00,0.001259053,33.15227159,18.61684178,Newport
2005-08-19 00:00:00+00:00,0.000644444,33.16904056,18.98483528,Newport
2005-08-20 00:00:00+00:00,0.000569444,33.15977639,18.77252778,Newport
2005-08-21 00:00:00+00:00,0.001013928,33.14262368,18.20365014,Newport
2005-08-22 00:00:00+00:00,0.006827103,33.12454626,17.4482215,Newport
2005-08-23 00:00:00+00:00,,,,Newport
2005-08-24 00:00:00+00:00,0.004303448,33.15744552,20.30585655,Newport
2005-08-25 00:00:00+00:00,,,,Newport
2005-08-26 00:00:00+00:00,0.003090909,33.11622545,19.08474,Newport
2005-08-27 00:00:00+00:00,,,,Newport
2005-08-28 00:00:00+00:00,,,,Newport
2005-08-29 00:00:00+00:00,0.00371831,33.04405211,18.90413521,Newport
2005-08-30 00:00:00+00:00,0.000900994,33.21820827,20.46558274,Newport
2005-08-31 00:00:00+00:00,0.000962177,33.22185207,20.33794655,Newport
2005-09-01 00:00:00+00:00,0.001,33.23139091,20.96089915,Newport
2005-09-02 00:00:00+00:00,0.001005556,33.30956611,20.49032861,Newport
2005-09-03 00:00:00+00:00,0.001194444,33.32324083,19.79814472,Newport
2005-09-04 00:00:00+00:00,0.001705556,33.29056778,18.87311,Newport
2005-09-05 00:00:00+00:00,0.001813889,33.24838556,18.36215583,Newport
2005-09-06 00:00:00+00:00,0.001852368,33.25400167,18.36011448,Newport
2005-09-07 00:00:00+00:00,0.001658333,33.247475,18.59512306,Newport
2005-09-08 00:00:00+00:00,0.001825,33.24717111,18.2064225,Newport
2005-09-09 00:00:00+00:00,0.001816667,33.25904556,18.51733861,Newport
2005-09-10 00:00:00+00:00,0.001997222,33.25152139,17.96397583,Newport
2005-09-11 00:00:00+00:00,0.002258333,33.23303222,17.16188306,Newport
2005-09-12 00:00:00+00:00,0.002297222,33.22148694,17.35849806,Newport
2005-09-13 00:00:00+00:00,0.001936111,33.23808639,18.27905444,Newport
2005-09-14 00:00:00+00:00,0.001888889,33.19375667,18.17432806,Newport
2005-09-15 00:00:00+00:00,0.001877437,33.1612663,18.36737632,Newport
2005-09-16 00:00:00+00:00,0.002011142,33.13259749,17.93929582,Newport
2005-09-17 00:00:00+00:00,0.002236111,33.12344333,16.972965,Newport
2005-09-18 00:00:00+00:00,0.002002778,33.14845639,17.6017675,Newport
2005-09-19 00:00:00+00:00,0.001958333,33.16536139,17.95633222,Newport
2005-09-20 00:00:00+00:00,0.002105556,33.12569361,16.79551528,Newport
2005-09-21 00:00:00+00:00,0.002925,33.16160583,15.07384083,Newport
2005-09-22 00:00:00+00:00,0.002713889,33.14794417,15.43951778,Newport
2005-09-23 00:00:00+00:00,0.002622222,33.1245525,15.76534,Newport
2005-09-24 00:00:00+00:00,0.002673184,33.13850615,15.77602877,Newport
2005-09-25 00:00:00+00:00,0.002594444,33.1421425,15.80199972,Newport
2005-09-26 00:00:00+00:00,0.002456825,33.14024652,16.04028524,Newport
2005-09-27 00:00:00+00:00,0.002722222,33.13335694,15.72056639,Newport
2005-09-28 00:00:00+00:00,0.002611111,33.05087278,15.7779575,Newport
2005-09-29 00:00:00+00:00,0.002713889,33.02186722,15.65614056,Newport
2005-09-30 00:00:00+00:00,0.002225,33.05067063,16.31976687,Newport
2005-10-01 00:00:00+00:00,,,,Newport
2005-10-02 00:00:00+00:00,,,,Newport
2005-10-03 00:00:00+00:00,,,,Newport
2005-10-04 00:00:00+00:00,,,,Newport
2005-10-05 00:00:00+00:00,,,,Newport
2005-10-06 00:00:00+00:00,,,,Newport
2005-10-07 00:00:00+00:00,,,,Newport
2005-10-08 00:00:00+00:00,,,,Newport
2005-10-09 00:00:00+00:00,,,,Newport
2005-10-10 00:00:00+00:00,,,,Newport
2005-10-11 00:00:00+00:00,,,,Newport
2005-10-12 00:00:00+00:00,,,,Newport
2005-10-13 00:00:00+00:00,,,,Newport
2005-10-14 00:00:00+00:00,,,,Newport
2005-10-15 00:00:00+00:00,,,,Newport
2005-10-16 00:00:00+00:00,,,,Newport
2005-10-17 00:00:00+00:00,,,,Newport
2005-10-18 00:00:00+00:00,,,,Newport
2005-10-19 00:00:00+00:00,0.001965318,33.07283353,18.69177861,Newport
2005-10-20 00:00:00+00:00,0.001939481,33.07214092,18.58844553,Newport
2005-10-21 00:00:00+00:00,0.001996845,33.07536215,18.16672271,Newport
2005-10-22 00:00:00+00:00,0.002,32.97899361,17.7131575,Newport
2005-10-23 00:00:00+00:00,0.002013889,32.97086194,17.252465,Newport
2005-10-24 00:00:00+00:00,0.00205,32.98038167,16.87371833,Newport
2005-10-25 00:00:00+00:00,0.002019444,32.94938333,17.22459472,Newport
2005-10-26 00:00:00+00:00,0.002022284,33.04985822,17.25027382,Newport
2005-10-27 00:00:00+00:00,0.002002778,33.02109528,17.79931417,Newport
2005-10-28 00:00:00+00:00,0.001991667,33.04783889,18.21037556,Newport
2005-10-29 00:00:00+00:00,0.001972145,33.10073593,18.44699889,Newport
2005-10-30 00:00:00+00:00,0.001986072,33.12130279,18.11362396,Newport
2005-10-31 00:00:00+00:00,0.002,33.14631556,17.81613444,Newport
2005-11-01 00:00:00+00:00,0.001905556,33.14671833,17.96639083,Newport
2005-11-02 00:00:00+00:00,0.002,33.14951139,17.95123556,Newport
2005-11-03 00:00:00+00:00,0.001994444,33.15398444,17.89592278,Newport
2005-11-04 00:00:00+00:00,0.002,33.15305056,17.77531417,Newport
2005-11-05 00:00:00+00:00,0.002,33.1490675,17.7855575,Newport
2005-11-06 00:00:00+00:00,0.002002778,33.14998472,17.70830333,Newport
2005-11-07 00:00:00+00:00,0.002,33.1387475,17.74710639,Newport
2005-11-08 00:00:00+00:00,0.002,33.14946847,17.76489091,Newport
2005-11-09 00:00:00+00:00,0.002,33.17516833,17.61871583,Newport
2005-11-10 00:00:00+00:00,0.002,33.1726532,17.75197855,Newport
2005-11-11 00:00:00+00:00,0.002,33.18459389,17.73173806,Newport
2005-11-12 00:00:00+00:00,0.002,33.19905722,17.81012389,Newport
2005-11-13 00:00:00+00:00,0.002,33.21100306,17.60523667,Newport
2005-11-14 00:00:00+00:00,0.002,33.21300891,17.64174763,Newport
2005-11-15 00:00:00+00:00,0.002,33.11982083,17.65495194,Newport
2005-11-16 00:00:00+00:00,0.002,33.07109441,17.72433771,Newport
2005-11-17 00:00:00+00:00,0.002,33.11686462,17.49989889,Newport
2005-11-18 00:00:00+00:00,0.002005556,33.15150778,17.274515,Newport
2005-11-19 00:00:00+00:00,0.002013889,33.17171083,17.25704528,Newport
2005-11-20 00:00:00+00:00,0.002036111,33.18331833,16.92161944,Newport
2005-11-21 00:00:00+00:00,0.002036111,33.20120694,17.06893306,Newport
2005-11-22 00:00:00+00:00,0.002058333,33.21262639,16.91015528,Newport
2005-11-23 00:00:00+00:00,0.002005571,33.23896184,17.10345822,Newport
2005-11-24 00:00:00+00:00,0.002019444,33.23817306,17.17823333,Newport
2005-11-25 00:00:00+00:00,0.002005556,33.23484833,17.25035917,Newport
2005-11-26 00:00:00+00:00,0.002011111,33.15448083,17.27375667,Newport
2005-11-27 00:00:00+00:00,0.002725,33.1336725,15.78650833,Newport
2005-11-28 00:00:00+00:00,0.00285,33.14854861,15.46400111,Newport
2005-11-29 00:00:00+00:00,0.002692737,33.11382989,15.68104218,Newport
2005-11-30 00:00:00+00:00,0.002572222,33.09980861,15.96178833,Newport
2005-12-01 00:00:00+00:00,0.002777778,33.11488389,15.71716306,Newport
2005-12-02 00:00:00+00:00,0.0028,33.11453944,15.65515694,Newport
2005-12-03 00:00:00+00:00,0.002916667,33.09167806,15.48968111,Newport
2005-12-04 00:00:00+00:00,0.002994444,33.15176306,14.83028528,Newport
2005-12-05 00:00:00+00:00,0.002983333,33.17076472,14.89705972,Newport
2005-12-06 00:00:00+00:00,0.002983333,33.17475944,14.93494806,Newport
2005-12-07 00:00:00+00:00,0.002988858,33.17659053,14.85447688,Newport
2005-12-08 00:00:00+00:00,0.002992701,33.17702409,14.50502044,Newport
2005-12-09 00:00:00+00:00,0.003,33.2102,15.6541,Newport
2005-12-10 00:00:00+00:00,,,,Newport
2005-12-11 00:00:00+00:00,,,,Newport
2005-12-12 00:00:00+00:00,,,,Newport
2005-12-13 00:00:00+00:00,,,,Newport
2005-12-14 00:00:00+00:00,,,,Newport
2005-12-15 00:00:00+00:00,,,,Newport
2005-12-16 00:00:00+00:00,,,,Newport
2005-12-17 00:00:00+00:00,,,,Newport
2005-12-18 00:00:00+00:00,,,,Newport
2005-12-19 00:00:00+00:00,,,,Newport
2005-12-20 00:00:00+00:00,,,,Newport
2005-12-21 00:00:00+00:00,,,,Newport
2005-12-22 00:00:00+00:00,,,,Newport
2005-12-23 00:00:00+00:00,,,,Newport
2005-12-24 00:00:00+00:00,,,,Newport
2005-12-25 00:00:00+00:00,,,,Newport
2005-12-26 00:00:00+00:00,,,,Newport
2005-12-27 00:00:00+00:00,,,,Newport
2005-12-28 00:00:00+00:00,,,,Newport
2005-12-29 00:00:00+00:00,,,,Newport
2005-12-30 00:00:00+00:00,0.002,32.77153231,15.28805788,Newport
2005-12-31 00:00:00+00:00,0.002020167,32.72128324,15.01565855,Newport
2006-01-01 00:00:00+00:00,0.002030556,32.55429069,14.99162125,Newport
2006-01-02 00:00:00+00:00,0.002027083,32.55474958,14.96410917,Newport
2006-01-03 00:00:00+00:00,0.002059069,32.39530813,14.95671744,Newport
2006-01-04 00:00:00+00:00,0.00204934,32.43472842,15.05193836,Newport
2006-01-05 00:00:00+00:00,0.002024306,32.4029875,15.16490667,Newport
2006-01-06 00:00:00+00:00,0.002008339,32.54538985,15.21712133,Newport
2006-01-07 00:00:00+00:00,0.002008333,32.49259194,15.32018368,Newport
2006-01-08 00:00:00+00:00,0.002010424,32.40399548,15.28565983,Newport
2006-01-09 00:00:00+00:00,0.002011806,32.50057132,15.29356319,Newport
2006-01-10 00:00:00+00:00,0.002027426,32.58330253,15.25030049,Newport
2006-01-11 00:00:00+00:00,0.002010424,32.56494204,15.42092516,Newport
2006-01-12 00:00:00+00:00,0.002007123,32.58346154,15.50378291,Newport
2006-01-13 00:00:00+00:00,0.00200625,32.59721722,15.32338132,Newport
2006-01-14 00:00:00+00:00,0.002014593,32.59275817,15.16846817,Newport
2006-01-15 00:00:00+00:00,0.002097222,32.52605201,14.85056354,Newport
2006-01-16 00:00:00+00:00,0.002763194,32.47076799,14.01480271,Newport
2006-01-17 00:00:00+00:00,0.002559805,32.48942545,14.28174485,Newport
2006-01-18 00:00:00+00:00,0.002512856,32.50742106,14.33811737,Newport
2006-01-19 00:00:00+00:00,0.002740662,32.52047089,14.03817703,Newport
2006-01-20 00:00:00+00:00,0.002977762,32.58181035,13.31129256,Newport
2006-01-21 00:00:00+00:00,0.002958333,32.53518306,13.28245,Newport
2006-01-22 00:00:00+00:00,0.002989576,32.39655615,13.05919618,Newport
2006-01-23 00:00:00+00:00,0.00300139,32.09088652,12.19220313,Newport
2006-01-24 00:00:00+00:00,0.003001389,32.0236125,12.23185889,Newport
2006-01-25 00:00:00+00:00,0.002977762,31.50492974,13.19782113,Newport
2006-01-26 00:00:00+00:00,0.002772222,31.16464257,13.75004014,Newport
2006-01-27 00:00:00+00:00,0.002645139,31.88831764,14.02006542,Newport
2006-01-28 00:00:00+00:00,0.002505907,32.0491754,14.26677401,Newport
2006-01-29 00:00:00+00:00,0.002384295,31.89211862,14.44790264,Newport
2006-01-30 00:00:00+00:00,0.002338889,31.74828986,14.51134611,Newport
2006-01-31 00:00:00+00:00,0.002199857,31.69207056,14.63039628,Newport
2006-02-01 00:00:00+00:00,0.002289583,31.94830215,14.51886132,Newport
2006-02-02 00:00:00+00:00,0.002253648,31.76937936,14.62637394,Newport
2006-02-03 00:00:00+00:00,0.002254167,31.01051493,14.63916028,Newport
2006-02-04 00:00:00+00:00,0.002304861,31.16892556,14.52431271,Newport
2006-02-05 00:00:00+00:00,0.002295344,31.92666915,14.6212271,Newport
2006-02-06 00:00:00+00:00,0.002060459,31.41857603,15.10288089,Newport
2006-02-07 00:00:00+00:00,0.0021625,31.57793729,14.73395535,Newport
2006-02-08 00:00:00+00:00,0.002233658,31.55832399,14.62169291,Newport
2006-02-09 00:00:00+00:00,0.002188194,31.95843181,14.66821493,Newport
2006-02-10 00:00:00+00:00,0.002143255,31.59825932,14.88264166,Newport
2006-02-11 00:00:00+00:00,0.002038248,31.42910125,15.08362566,Newport
2006-02-12 00:00:00+00:00,0.002087561,31.64641529,14.97043238,Newport
2006-02-13 00:00:00+00:00,0.002069638,32.38067201,15.22974352,Newport
2006-02-14 00:00:00+00:00,0.002013194,30.745515,15.3059634,Newport
2006-02-15 00:00:00+00:00,0.002027178,27.05229185,15.39163094,Newport
2006-02-16 00:00:00+00:00,0.002199722,19.24582345,15.03377606,Newport
2006-02-17 00:00:00+00:00,0.00213557,18.39746492,15.09874207,Newport
2006-02-18 00:00:00+00:00,0.002074306,18.01058306,15.29896833,Newport
2006-02-19 00:00:00+00:00,0.002148019,21.35838186,15.087087,Newport
2006-02-20 00:00:00+00:00,0.002496873,24.22855837,14.65181383,Newport
2006-02-21 00:00:00+00:00,0.002761268,31.99114915,14.34223577,Newport
2006-02-22 00:00:00+00:00,0.002566667,32.59499611,14.56914778,Newport
2006-02-23 00:00:00+00:00,0.002558414,32.42900139,14.49243957,Newport
2006-02-24 00:00:00+00:00,0.002536111,32.57204222,14.57543597,Newport
2006-02-25 00:00:00+00:00,0.002847599,32.65550682,14.06102234,Newport
2006-02-26 00:00:00+00:00,0.002593161,32.74249881,14.39726609,Newport
2006-02-27 00:00:00+00:00,0.002787352,32.61622238,14.27189541,Newport
2006-02-28 00:00:00+00:00,0.002639168,32.26841514,14.33531557,Newport
2006-03-01 00:00:00+00:00,0.002464939,32.05893902,14.7349763,Newport
2006-03-02 00:00:00+00:00,0.002478105,32.07929921,14.72185657,Newport
2006-03-03 00:00:00+00:00,0.002640028,31.7802672,14.44639256,Newport
2006-03-04 00:00:00+00:00,0.002500348,31.55897108,14.61129993,Newport
2006-03-05 00:00:00+00:00,0.002676164,32.44562106,14.46339792,Newport
2006-03-06 00:00:00+00:00,0.002782639,32.43559729,14.29000528,Newport
2006-03-07 00:00:00+00:00,0.00250904,32.04947163,14.6485628,Newport
2006-03-08 00:00:00+00:00,0.002985386,32.5288231,13.3291737,Newport
2006-03-09 00:00:00+00:00,0.002992361,32.68889986,13.44329653,Newport
2006-03-10 00:00:00+00:00,0.003001391,29.34070918,13.02284764,Newport
2006-03-11 00:00:00+00:00,0.003008339,24.69405379,12.23696115,Newport
2006-03-12 00:00:00+00:00,0.003012509,23.81038645,12.2383583,Newport
2006-03-13 00:00:00+00:00,0.003019458,23.3045205,12.33197234,Newport
2006-03-14 00:00:00+00:00,0.003068798,21.91434802,11.83757922,Newport
2006-03-15 00:00:00+00:00,0.003039611,22.21789173,12.22725685,Newport
2006-03-16 00:00:00+00:00,0.003054937,22.65792371,12.46704242,Newport
2006-03-17 00:00:00+00:00,0.003042598,23.73837137,12.27187353,Newport
2006-03-18 00:00:00+00:00,0.002997914,22.99599478,12.73053547,Newport
2006-03-19 00:00:00+00:00,0.003014604,20.78544979,12.30922886,Newport
2006-03-20 00:00:00+00:00,0.003017373,20.65218457,12.27357318,Newport
2006-03-21 00:00:00+00:00,0.002998739,19.58370378,12.6204995,Newport
2006-03-22 00:00:00+00:00,0.002988597,20.46540422,13.25653387,Newport
2006-03-23 00:00:00+00:00,0.003006479,28.6837072,12.65837567,Newport
2006-03-24 00:00:00+00:00,0.003004175,33.15074718,12.76961246,Newport
2006-03-25 00:00:00+00:00,0.002983333,33.10938882,13.11046722,Newport
2006-03-26 00:00:00+00:00,0.002993746,33.02807241,13.14501723,Newport
2006-03-27 00:00:00+00:00,0.002836806,33.02477618,13.86580326,Newport
2006-03-28 00:00:00+00:00,0.002968685,33.14417328,13.6247508,Newport
2006-03-29 00:00:00+00:00,0.002877083,32.99613826,13.78330722,Newport
2006-03-30 00:00:00+00:00,0.002780097,32.73137606,13.90532074,Newport
2006-03-31 00:00:00+00:00,0.002929825,32.82140281,13.45690582,Newport
2006-04-01 00:00:00+00:00,0.002900625,32.92675184,13.94054309,Newport
2006-04-02 00:00:00+00:00,0.002523975,32.93329965,14.48497519,Newport
2006-04-03 00:00:00+00:00,0.002496178,32.95020681,14.51764343,Newport
2006-04-04 00:00:00+00:00,0.002568298,32.95814083,14.48330226,Newport
2006-04-05 00:00:00+00:00,0.002466296,30.84645685,14.58683412,Newport
2006-04-06 00:00:00+00:00,0.002828691,31.80798914,13.48205049,Newport
2006-04-07 00:00:00+00:00,0.002547222,31.47669792,14.13973146,Newport
2006-04-08 00:00:00+00:00,0.002672222,32.16592229,14.20257958,Newport
2006-04-09 00:00:00+00:00,0.002542738,32.40618541,14.26677978,Newport
2006-04-10 00:00:00+00:00,0.002705351,32.64981418,14.03072252,Newport
2006-04-11 00:00:00+00:00,0.002391396,32.70364196,14.58812109,Newport
2006-04-12 00:00:00+00:00,0.002186111,32.78003618,15.12692368,Newport
2006-04-13 00:00:00+00:00,0.002159916,32.80230733,15.13210237,Newport
2006-04-14 00:00:00+00:00,0.002663889,32.99153507,14.17616597,Newport
2006-04-15 00:00:00+00:00,0.00257262,32.54193558,14.3890747,Newport
2006-04-16 00:00:00+00:00,0.002940931,32.8649861,13.25933224,Newport
2006-04-17 00:00:00+00:00,0.003004861,32.97735563,12.44686875,Newport
2006-04-18 00:00:00+00:00,0.002895066,33.11387248,12.97305254,Newport
2006-04-19 00:00:00+00:00,0.002661806,33.13615736,13.91728319,Newport
2006-04-20 00:00:00+00:00,0.002353472,33.16206944,14.85927931,Newport
2006-04-21 00:00:00+00:00,0.002030577,33.0881704,15.7659294,Newport
2006-04-22 00:00:00+00:00,0.002669215,32.93307415,14.16196032,Newport
2006-04-23 00:00:00+00:00,0.002689415,32.87563266,13.63721316,Newport
2006-04-24 00:00:00+00:00,0.002785118,32.8831774,13.33038727,Newport
2006-04-25 00:00:00+00:00,0.002904861,33.13219229,13.30774431,Newport
2006-04-26 00:00:00+00:00,0.002712089,33.10464528,13.77388008,Newport
2006-04-27 00:00:00+00:00,0.002541325,33.13721869,14.35998801,Newport
2006-04-28 00:00:00+00:00,0.002061139,33.21470745,15.2944567,Newport
2006-04-29 00:00:00+00:00,0.002026426,33.17691154,15.4118943,Newport
2006-04-30 00:00:00+00:00,0.002166667,33.20556694,15.2753066,Newport
2006-05-01 00:00:00+00:00,0.002007644,33.25897533,16.05607401,Newport
2006-05-02 00:00:00+00:00,0.001988889,33.2556441,16.31074528,Newport
2006-05-03 00:00:00+00:00,0.001906944,33.20450819,16.77219069,Newport
2006-05-04 00:00:00+00:00,0.001941626,33.02739792,16.68554559,Newport
2006-05-05 00:00:00+00:00,0.001984017,33.11592557,16.40765455,Newport
2006-05-06 00:00:00+00:00,0.002036111,33.15864972,15.87243188,Newport
2006-05-07 00:00:00+00:00,0.00200625,33.06832132,15.85693139,Newport
2006-05-08 00:00:00+00:00,0.002016678,32.976577,15.54973447,Newport
2006-05-09 00:00:00+00:00,0.002002085,33.12452627,15.91923885,Newport
2006-05-10 00:00:00+00:00,0.001983333,33.05200403,16.55695424,Newport
2006-05-11 00:00:00+00:00,0.001998607,32.89905021,16.32964478,Newport
2006-05-12 00:00:00+00:00,0.001998611,32.90370514,16.49723104,Newport
2006-05-13 00:00:00+00:00,0.001968056,33.09778715,16.8088391,Newport
2006-05-14 00:00:00+00:00,0.001749131,33.20254149,17.20645226,Newport
2006-05-15 00:00:00+00:00,0.001518081,33.22385515,17.66816085,Newport
2006-05-16 00:00:00+00:00,0.001236034,33.23790223,17.96276494,Newport
2006-05-17 00:00:00+00:00,0.001522585,33.21550306,17.53997714,Newport
2006-05-18 00:00:00+00:00,0.001369198,33.2079448,17.69525063,Newport
2006-05-19 00:00:00+00:00,0.00111777,33.22847143,18.07993937,Newport
2006-05-20 00:00:00+00:00,0.001299514,33.2481253,17.97311216,Newport
2006-05-21 00:00:00+00:00,0.001295139,33.24976618,17.88043375,Newport
2006-05-22 00:00:00+00:00,0.001100834,33.2187379,18.29516363,Newport
2006-05-23 00:00:00+00:00,0.00104242,33.22410751,18.46649499,Newport
2006-05-24 00:00:00+00:00,0.001324531,33.19935754,18.01510167,Newport
2006-05-25 00:00:00+00:00,0.001233449,33.1145961,18.24090495,Newport
2006-05-26 00:00:00+00:00,0.001002083,33.10649549,19.01576674,Newport
2006-05-27 00:00:00+00:00,0.001,33.15373871,19.25371682,Newport
2006-05-28 00:00:00+00:00,0.001019458,33.13870598,18.8529656,Newport
2006-05-29 00:00:00+00:00,0.001009722,33.15485681,19.05950868,Newport
2006-05-30 00:00:00+00:00,0.001012509,33.15493384,19.2713886,Newport
2006-05-31 00:00:00+00:00,0.001031967,33.14089333,19.5548968,Newport
2006-06-01 00:00:00+00:00,0.000969444,33.14645431,20.00713486,Newport
2006-06-02 00:00:00+00:00,0.000871777,33.1008476,20.34602753,Newport
2006-06-03 00:00:00+00:00,0.000966667,33.15086583,20.03463403,Newport
2006-06-04 00:00:00+00:00,0.00098125,33.13319097,20.35992285,Newport
2006-06-05 00:00:00+00:00,0.000996525,32.9701344,20.12494003,Newport
2006-06-06 00:00:00+00:00,0.001,33.27752981,19.87750466,Newport
2006-06-07 00:00:00+00:00,0.001,33.28518165,19.86714058,Newport
2006-06-08 00:00:00+00:00,0.001,33.31255928,19.87718655,Newport
2006-06-09 00:00:00+00:00,0.001,33.32378,19.85945143,Newport
2006-06-10 00:00:00+00:00,,,,Newport
2006-06-11 00:00:00+00:00,,,,Newport
2006-06-12 00:00:00+00:00,0.000745042,33.28119788,20.5858211,Newport
2006-06-13 00:00:00+00:00,0.001058333,33.29187111,19.27208938,Newport
2006-06-14 00:00:00+00:00,0.001381777,33.23346288,18.06782937,Newport
2006-06-15 00:00:00+00:00,0.001571829,33.23180084,17.42986776,Newport
2006-06-16 00:00:00+00:00,0.001084958,33.22857549,18.54084833,Newport
2006-06-17 00:00:00+00:00,0.001,33.23589095,19.1040976,Newport
2006-06-18 00:00:00+00:00,0.001,33.25641076,19.18980618,Newport
2006-06-19 00:00:00+00:00,0.000998608,33.26721907,19.46803041,Newport
2006-06-20 00:00:00+00:00,0.000988194,33.25338306,19.48002333,Newport
2006-06-21 00:00:00+00:00,0.001000694,33.26875917,19.28203708,Newport
2006-06-22 00:00:00+00:00,0.000990271,33.27629896,19.79327512,Newport
2006-06-23 00:00:00+00:00,0.000990966,33.27983127,19.73865115,Newport
2006-06-24 00:00:00+00:00,0.0012066,33.2467533,18.00489347,Newport
2006-06-25 00:00:00+00:00,0.002116469,33.22563272,15.29394829,Newport
2006-06-26 00:00:00+00:00,0.002334302,33.21972994,14.56982914,Newport
2006-06-27 00:00:00+00:00,0.002575229,33.3618533,13.64375028,Newport
